P1 - ch4_mf (kg s^-1),P2 - ch4_t (K),P3 - o2_mf (kg s^-1),P4 - o2_t (K),P5 - unif-ch4-op,P6 - x-ch4-op,P7 - t-avg-out-op (K)
0.0002,400,0.0011,500,0.58550298,0.16183187,479.18958
0.0002,360,0.001,500,0.60763836,0.17108601,469.6973
0.0002,440,0.001,500,0.66525972,0.18220672,485.55814
0.0002,400,0.001,450,0.66181594,0.18145712,438.422
0.0002,400,0.001,550,0.6100769,0.17127499,516.43732
0.000185916,371.8317608,0.000929579,464.789701,0.67649204,0.18979718,442.47269
0.000214084,371.8317608,0.000929579,464.789701,0.67434406,0.1891637,442.54333
0.000185916,371.8317608,0.001070421,464.789701,0.60386187,0.16636594,445.31268
0.000214084,371.8317608,0.001070421,464.789701,0.59990168,0.16576338,445.39713
0.000185916,428.1682392,0.000929579,464.789701,0.71670705,0.20014223,455.26599
0.000214084,428.1682392,0.000929579,464.789701,0.72190189,0.20188601,455.15848
0.000185916,428.1682392,0.001070421,464.789701,0.63661146,0.17212129,456.61505
0.000214084,428.1682392,0.001070421,464.789701,0.64078861,0.17285678,456.56668
0.000185916,371.8317608,0.000929579,535.210299,0.6477837,0.18343808,496.548
0.000214084,371.8317608,0.000929579,535.210299,0.64048862,0.1818614,496.93805
0.000185916,371.8317608,0.001070421,535.210299,0.57290244,0.16114675,501.50909
0.000214084,371.8317608,0.001070421,535.210299,0.56233466,0.15956652,501.92368
0.000185916,428.1682392,0.000929579,535.210299,0.67682719,0.18979704,508.31155
0.000214084,428.1682392,0.000929579,535.210299,0.67986715,0.19058523,508.14951
0.000185916,428.1682392,0.001070421,535.210299,0.59826887,0.16530377,511.91779
0.000214084,428.1682392,0.001070421,535.210299,0.59826887,0.16530377,511.91779
0.000180142,398.4584319,0.000998277,549.3713318,0.61035931,0.171433,515.60126
0.000180118,438.541553,0.000996758,495.0523796,0.6692158,0.18330443,481.39185
0.000180064,361.1849208,0.000990475,495.8594313,0.61764288,0.17350329,466.31671
0.000181941,408.7205034,0.000904989,500.1546881,0.70308566,0.19873543,476.48523
0.000182264,396.2496369,0.000996136,453.9336752,0.6611079,0.18154851,440.57822
0.000180554,395.6389686,0.001093402,507.9645088,0.58122021,0.16148558,484.65131
0.000182062,439.3307593,0.001001838,452.0211963,0.69396287,0.18864806,448.89587
0.00018066,435.2280491,0.000998613,545.7032942,0.63679814,0.17627402,519.80615
0.000181153,360.3726481,0.000997859,538.7603668,0.59004116,0.1679597,500.53278
0.000182719,398.0095835,0.000908511,549.0813992,0.66503429,0.18869488,511.69962
0.000180124,380.6221151,0.000933351,500.9810895,0.66092128,0.18593168,472.2655
0.000183258,401.3047261,0.000906399,453.7694881,0.7217654,0.20381914,440.0968
0.000184645,400.7484021,0.001097672,457.5985903,0.61600202,0.16680372,445.4924
0.000183652,439.7948464,0.001093328,496.480184,0.61655539,0.16715197,484.03079
0.000181333,361.694696,0.001089474,503.7386272,0.56226534,0.15878987,475.32022
0.000182575,438.8617429,0.000913618,496.695492,0.71891123,0.20245908,481.22653
0.000180511,367.9403499,0.000993925,456.0452958,0.64190507,0.1777503,436.35779
0.000180117,382.749084,0.001012828,523.0237452,0.6063143,0.16996001,492.35641
0.000183017,411.7378042,0.00109566,485.0770787,0.60471976,0.16508231,469.44724
0.000180293,410.918627,0.001049556,521.7901575,0.60604775,0.16777277,497.55402
0.000180522,412.7807184,0.000966172,525.8167467,0.65280479,0.18173075,498.87811
0.000181577,392.6704275,0.001049371,470.9339089,0.624807,0.1710722,453.83673
0.00018003,418.8172444,0.001030842,477.9848102,0.64808887,0.17663562,464.41644
0.00018418,360.7957063,0.000911279,493.3331934,0.6669032,0.18921556,461.55954
0.000180039,408.9358624,0.000941862,474.0803374,0.6960876,0.19382632,457.75098
0.000180489,383.8371018,0.000980559,476.3777782,0.65221602,0.18065371,455.03708
0.000182297,437.95071,0.001040944,512.3778813,0.63380778,0.17317382,495.36038
0.000180177,378.3524997,0.001099021,485.1451311,0.57968074,0.16104738,463.35428
0.000180497,389.3255056,0.001059312,546.4406975,0.57302022,0.16177788,513.58258
0.000183287,415.8292152,0.001023301,450.0960397,0.66832656,0.18132594,442.09366
0.00018013,363.5759524,0.001042065,482.8820537,0.59677094,0.16684365,457.82254
0.000180868,393.2245541,0.000909898,519.9590108,0.67713755,0.19153109,488.43146
0.000185143,419.2934036,0.000999153,496.9536293,0.6546666,0.17997895,478.70233
0.000182876,439.4805882,0.000959449,513.3443111,0.68103898,0.18867442,494.85962
0.000180288,388.5108047,0.000927765,473.2389521,0.68493694,0.19205607,452.43881
0.000181216,389.3234478,0.000962829,522.6138437,0.64028674,0.17947273,491.64905
0.000180752,412.5979407,0.000905396,530.2602169,0.68848205,0.19470583,500.12531
0.000181502,412.2986577,0.001067926,546.9161423,0.58293194,0.16293094,518.22583
0.000180258,364.0517811,0.000966113,519.8373666,0.6198405,0.1753846,484.99521
0.000180432,438.6201319,0.001098837,526.5648225,0.59500152,0.16331223,507.616
0.000180076,365.7886067,0.000912062,518.3769907,0.65552247,0.18649553,481.97699
0.000180808,421.0506782,0.000976697,452.2563083,0.69705617,0.19130908,444.53476
0.000181274,414.5473945,0.000952597,499.8803263,0.67735177,0.18831941,478.90143
0.00018124,435.7382615,0.001048157,488.0150829,0.64290279,0.17455606,476.0426
0.000183051,438.7966041,0.000902589,521.0529846,0.71172172,0.2013413,499.03497
0.000181968,422.0596709,0.00090148,480.5722502,0.72586256,0.20563072,464.88205
0.000180212,374.9909077,0.001047879,509.3325667,0.58867538,0.16508158,481.06955
0.000181042,360.5637382,0.001091454,475.9631859,0.5739035,0.16059764,452.76828
0.000180421,407.1278314,0.000951089,547.4444433,0.64546096,0.18123677,514.01581
0.000180279,378.6627623,0.000962185,542.1510608,0.62158471,0.17582656,504.99567
0.000182095,414.4238947,0.001020242,545.1382292,0.61104065,0.17024888,515.90833
0.000181741,436.0602747,0.001094344,450.2559173,0.64248306,0.17180753,447.08719
0.00018171,396.0791679,0.001053322,496.0109638,0.61134809,0.16852003,474.34839
0.000182943,377.1048411,0.001010476,546.1769998,0.59069836,0.16731064,509.72757
0.000183518,429.5980943,0.0009678,483.0173588,0.68808389,0.18978657,469.73724
0.000180996,435.0880936,0.001091519,549.6651283,0.58351022,0.1618299,525.14679
0.000183183,369.030473,0.00095472,487.6076704,0.64625293,0.18140125,460.30511
0.000181781,439.7877658,0.000904499,473.6790193,0.73912525,0.20943277,464.36029
0.00018283,397.1422872,0.000955655,493.0745947,0.66584831,0.18541285,470.11795
0.000180681,418.450693,0.00090021,457.5538681,0.73908192,0.20983548,446.94876
0.00018159,375.9428408,0.001016489,493.1082331,0.6146993,0.17133409,467.5549
0.000180748,406.8656752,0.001062617,450.1381479,0.63741022,0.17265908,440.58151
0.000180321,439.0358506,0.001047221,535.1499325,0.61775327,0.16985585,513.50238
0.000180203,423.1939598,0.001003225,525.6440027,0.6379512,0.1762494,501.87958
0.000183039,406.4992256,0.000996286,475.2845202,0.66134501,0.18163176,459.16241
0.000181034,360.6734159,0.001089441,543.8541489,0.54285425,0.15553789,507.68927
0.000181473,386.4021138,0.001093486,528.01445,0.56407601,0.15877302,499.15866
0.000180507,414.7474249,0.001068055,501.9290194,0.6106301,0.16753463,482.95068
0.00018369,382.2957502,0.001093912,452.0639923,0.60490674,0.16525237,437.52209
0.000181182,374.7350707,0.000904233,451.1594702,0.69711471,0.19691561,432.17209
