P1 - ch4_mf (kg s^-1) ,P2 - ch4_t (K) ,P3 - o2_mf (kg s^-1) ,P4 - o2_t (K) ,P5 - unif-ch4-op,P6 - x-ch4-op,P7 - t-avg-out-op (K) 
0.000193304,437.8288378,0.001019604,489.6031595,0.64460868,0.17413019,477.72592
0.000180067,382.6702476,0.001072012,507.8297627,0.54419684,0.15029627,483.72003
0.000191734,368.3148911,0.000911539,525.3998539,0.63708854,0.17941581,489.14142
0.000192605,362.8560898,0.001029262,495.808582,0.58434927,0.16291371,468.40536
0.000184744,397.0337517,0.00095838,477.0313131,0.64306933,0.1744549,459.01511
0.000196051,378.2182346,0.001004617,459.0830896,0.63932651,0.17513846,441.15399
0.00019183,437.7900773,0.0009581,488.25332,0.67789871,0.1847477,475.94217
0.000189277,436.6659441,0.001004723,521.1895291,0.62473869,0.16975366,502.14951
0.000181086,389.3805609,0.001060172,459.3098202,0.58409709,0.15709703,445.30963
0.000190266,435.0175445,0.000978286,548.9963831,0.6251775,0.17182653,522.85577
0.000185497,427.3346775,0.000985103,474.5876573,0.64979577,0.17429323,463.79968
0.000187781,397.7034853,0.001053778,475.7984113,0.59703416,0.16184674,459.56885
0.000194999,438.5760452,0.000918565,475.8333036,0.71741205,0.19933923,466.05997
0.000180843,423.5972521,0.001097009,468.2099407,0.58059758,0.15459634,459.25183
0.000188511,377.2222285,0.000903051,464.0882715,0.67999661,0.18817173,443.26956
0.000197729,407.8511466,0.000976994,521.5752828,0.64051443,0.17767541,495.17078
0.000198998,364.8811136,0.001038482,516.4290531,0.58185482,0.1640933,484.84457
0.000189403,409.2301884,0.000904088,548.4464682,0.65253776,0.18208633,514.91095
0.000188827,439.085366,0.001037228,539.0184246,0.59655082,0.16295443,517.35797
0.000199234,420.7741781,0.001054107,545.9808564,0.59453899,0.16528501,518.76282
0.000180716,415.3952191,0.000901915,516.0961572,0.65686804,0.17960083,492.20981
0.000188363,363.5495403,0.000990732,529.2028298,0.57808346,0.16243565,494.78561
0.000185739,400.0284051,0.00102898,538.5474793,0.57062083,0.15824023,509.96036
0.000180736,416.9162859,0.001087126,517.8573046,0.55216897,0.15100326,497.9407
0.000181182,361.6931054,0.000936838,451.1594702,0.63968486,0.17401937,431.55869
0.000189064,374.3039748,0.001058476,504.7938364,0.56484193,0.15709032,478.67297
0.00019617,416.71434,0.001096777,450.3070842,0.62144721,0.16650133,443.11319
0.000187476,378.5071439,0.000993612,472.3188695,0.61828536,0.1688101,452.15546
0.000189949,436.3755993,0.001088391,470.2106833,0.6117394,0.16306259,462.99719
0.000180892,378.4265589,0.000948229,507.5191184,0.608253,0.16736251,479.66888
0.000180016,439.6439052,0.000949161,509.3683878,0.64502096,0.17346755,493.24869
0.000181781,361.7997767,0.001099469,473.6790193,0.54100353,0.14926203,452.7193
0.000182891,408.9753372,0.000950054,548.3860526,0.60867703,0.16793898,517.45477
0.000194657,405.7189061,0.001015068,532.9712762,0.60369837,0.16747205,505.13641
0.000189598,402.7699898,0.000980075,549.7110556,0.60121667,0.16726978,517.4491
0.000187223,369.9243408,0.000953256,541.4804506,0.59413123,0.16687833,504.53259
0.000190111,434.764667,0.000929706,455.7557033,0.71000075,0.19410409,450.42508
0.000190584,421.3047845,0.000981682,526.8460594,0.62782711,0.17226629,502.86102
0.000180706,377.4448348,0.00090475,531.9647726,0.61943525,0.17214641,497.40607
0.000199098,429.9794243,0.000904805,523.340605,0.70151275,0.19789362,498.86203
0.000197408,380.1665649,0.001093207,469.140155,0.5890255,0.16194917,450.91565
0.000189051,426.3956171,0.000924364,495.9799871,0.68068045,0.18678121,478.85657
0.000180421,380.4355841,0.00101782,547.4444433,0.54993719,0.15370874,514.20105
0.000180707,399.9208766,0.001043857,509.4400669,0.56809229,0.15539528,487.37137
0.000198799,386.2609376,0.001057433,507.3715786,0.59132558,0.16456273,481.83029
0.000180268,439.1716286,0.001008796,473.7346425,0.63205403,0.16735327,466.11011
0.000180432,439.5349252,0.00109655,526.5648225,0.55481225,0.1508531,509.18896
0.000185303,385.4904226,0.001010396,506.1121054,0.588296,0.16195917,480.96042
0.000191798,401.9311848,0.000902741,496.1801393,0.68458658,0.19062372,472.81821
0.000190871,395.5913675,0.001098694,451.3848151,0.59516335,0.16026706,440.0105
0.000190046,375.5957625,0.001097252,539.8864011,0.53247333,0.15057991,508.21915
0.000189619,439.1505491,0.001065542,497.0415026,0.60805899,0.16355222,484.56418
0.000180545,376.471325,0.001068807,478.1061947,0.55907023,0.15282547,458.38428
0.000196404,360.0190756,0.000946574,480.5708297,0.64653981,0.18073457,453.0614
0.00018061,400.8494866,0.000912978,470.9670661,0.66765487,0.18108067,454.52341
0.000198878,381.6417666,0.000931102,515.4253506,0.65617752,0.18467684,483.577
0.000190838,398.9241861,0.000941979,456.1574569,0.68083978,0.18625806,442.47446
0.000185548,367.4449343,0.001040261,541.507045,0.54454881,0.15351929,507.27402
0.000181254,405.3358716,0.000968264,521.2049661,0.60725474,0.16599509,496.00482
0.000184361,425.2806004,0.001026757,454.5811519,0.63524079,0.16846822,448.16245
0.000194711,363.0259023,0.00091725,547.4405553,0.62333781,0.17730978,505.31992
0.000189722,399.126579,0.001094024,501.7007988,0.56583917,0.15573783,481.12411
0.000183051,361.0354792,0.001096992,521.0529846,0.52169132,0.14677057,491.30136
0.000187984,405.5553668,0.001079523,523.8304303,0.56099409,0.15508518,499.99597
0.000193417,398.8959306,0.000973881,488.8604651,0.64700085,0.17757535,468.2142
0.000194402,393.84613,0.001022154,514.389845,0.60208982,0.16676161,488.40836
0.000197459,377.3345846,0.000943259,539.5142451,0.62817204,0.17746656,502.29849
0.000191431,361.2948663,0.000901942,505.6612471,0.64896518,0.18255745,472.03851
0.000186278,394.7698769,0.001010143,481.074649,0.61218894,0.16624007,462.6116
0.000188975,428.0651614,0.001067883,546.9565866,0.56970465,0.15723814,522.25964
0.000190123,363.87375,0.00090925,478.4084235,0.66053158,0.18396676,451.68576
0.000199007,360.2921928,0.000954605,514.2817088,0.6264016,0.17705938,479.59283
0.000184384,360.9049683,0.001044042,496.0172644,0.55922019,0.15537407,469.47119
0.000193788,433.5087018,0.001064255,517.2395462,0.60211694,0.16415699,499.12598
0.000185511,428.4896493,0.001031877,503.8501795,0.60617578,0.16363508,487.62695
0.000188191,393.4067503,0.000902023,513.3319998,0.66079181,0.18362767,484.66388
0.000185666,410.8711567,0.000926087,452.6762504,0.68927735,0.18721747,442.5567
0.000180487,366.1854045,0.00095768,473.6483411,0.61384273,0.16765316,450.784
0.00018033,423.7040842,0.001065155,453.1871549,0.60595465,0.15973999,447.07663
0.00019301,361.8417091,0.000965335,450.1846599,0.64983213,0.17877032,430.37878
0.000192016,361.365191,0.001083151,501.3561145,0.55266136,0.15503754,473.97733
0.000197355,419.8082455,0.000983848,463.6018242,0.67896473,0.18537769,453.07028
0.000189512,362.9793137,0.000904672,452.5472519,0.67855799,0.18816391,431.33408
0.000184872,430.7029576,0.000920336,521.147717,0.66170597,0.1809606,499.37811
0.000187943,381.912026,0.00098534,450.9999727,0.64091992,0.17354822,435.78342
0.000190524,363.0123113,0.001039374,523.8295185,0.55997914,0.15770705,491.55722
0.000196309,383.984853,0.000901959,454.946376,0.70834494,0.19896929,436.99988
0.000194501,371.6240954,0.000960661,498.1461889,0.63154191,0.17600323,469.72479
0.00018103,431.7359681,0.000958231,489.9193961,0.64866465,0.17402047,476.54828
0.000195238,408.5306233,0.001040743,509.8916538,0.60623479,0.16667637,487.92773
0.000182046,416.2436926,0.001098049,541.4550398,0.53761524,0.14882968,517.04376
0.000184587,409.9904553,0.000996288,534.5975712,0.59405166,0.16334531,507.86121
0.000187298,372.4933418,0.000996557,492.5174317,0.59953839,0.1653619,467.21344
0.000188078,420.6989585,0.001012251,489.3138267,0.62710387,0.16927911,474.13177
0.000182099,423.2635613,0.001017187,546.7823414,0.57861406,0.15880089,520.80676
0.000190316,394.9549348,0.001086889,544.7161832,0.5455119,0.15312162,515.00848
0.000196499,413.8426448,0.00090442,458.9564955,0.72461975,0.20338029,447.10049
0.000193525,398.9634764,0.001025235,486.4172934,0.61921507,0.16920561,467.34995
0.00018517,386.6369213,0.001077204,489.3337416,0.5641579,0.15476479,469.01529
0.000188362,420.8375912,0.001074885,480.7992258,0.5990327,0.16119367,468.23129
0.000185002,392.1725372,0.000901009,538.5903572,0.63820988,0.17767771,504.50662
0.000188841,381.119146,0.000943127,502.3389922,0.63431925,0.17551783,474.95123
0.000189703,391.0929932,0.000944301,528.3641831,0.62688291,0.17427811,497.2229
0.000180235,437.4326531,0.001046988,545.949487,0.56754065,0.1549339,523.56793
0.000187399,394.8703808,0.001044465,520.0849946,0.57284629,0.1584122,494.41177
0.000183174,360.0471281,0.000960572,506.512508,0.59407043,0.16507809,475.70923
0.000186313,380.02881,0.001064482,522.7457319,0.55064839,0.15367086,494.60999
0.000186076,406.5788322,0.000938399,493.6863842,0.65418053,0.17858176,473.40811
0.000194272,374.9465371,0.0010003,535.0156808,0.58927184,0.16576719,500.88269
0.000186745,389.5785037,0.001019046,461.5994768,0.61747837,0.16677196,446.2659
0.000188343,362.4994806,0.001008932,469.0308301,0.60220134,0.16553743,446.82059
0.00018649,376.7525419,0.000938919,452.6696948,0.66033578,0.18011694,435.32578
0.000196892,404.0969638,0.001023188,454.9383532,0.65103203,0.17655747,443.43011
0.000181556,368.2562624,0.000905514,487.682486,0.64080244,0.17664152,460.72302
0.00019518,437.4141466,0.000944743,538.4295363,0.66403681,0.1838166,513.64789
0.000186164,434.8568877,0.000931009,549.8489753,0.64408129,0.17702083,522.57214
0.000181786,401.9124442,0.000926283,517.2147557,0.63402528,0.17376862,490.97165
0.000192989,415.4124431,0.001062125,530.0759832,0.58265865,0.16090779,505.93637
0.000180573,396.7160833,0.001089097,474.7884149,0.56347197,0.15248604,459.52808
0.000192514,420.048936,0.000942875,513.3256049,0.66271299,0.1826624,490.89532
0.000189865,439.7120052,0.000906517,508.6411208,0.69454712,0.19196552,491.03336
0.00018026,362.2394796,0.001018103,533.0107506,0.54619712,0.15308446,499.58493
0.000196194,386.1894419,0.000971538,506.1392445,0.63463891,0.17641491,478.88434
0.000183491,373.9696517,0.001031078,514.7778311,0.56176597,0.15605134,486.64737
0.000180005,370.2499558,0.000960467,549.9040516,0.5711394,0.15994531,512.70856
0.000187987,370.7591379,0.001061716,482.2407957,0.57130122,0.15760833,460.00351
0.00019611,435.5507065,0.00101888,512.8251661,0.63605529,0.17350608,495.10971
0.000181081,433.9461472,0.000951536,461.7127563,0.67162073,0.17925358,455.17563
0.000197586,396.5624794,0.001090054,476.8183692,0.59770644,0.16346526,460.04138
0.000181132,400.7848223,0.000949242,460.2135233,0.65346092,0.17566098,446.75
0.000191078,429.3553325,0.001000735,453.7208625,0.66783965,0.17919479,448.03525
0.00018837,382.8428196,0.001059384,456.6922029,0.59757382,0.16187756,441.54214
0.000189214,411.1884045,0.001035432,450.169716,0.63547027,0.16987655,441.64609
0.000189223,410.1802384,0.001061537,501.7693123,0.58806312,0.16052541,482.67413
0.000198462,416.3499281,0.000981944,546.4841069,0.63034481,0.17558643,516.3515
0.000180525,438.4329467,0.000970601,527.1597379,0.62195021,0.16803032,507.25739
0.0001887,420.3375103,0.000961217,548.1454356,0.62279266,0.17192276,519.00244
0.000196035,404.1080011,0.001096849,527.9454382,0.56565654,0.15760034,502.64691
0.000180128,415.5808699,0.001009385,499.9140413,0.60049176,0.16200708,482.03561
0.000181302,399.1428413,0.001062439,527.5884377,0.5501731,0.1520088,502.23199
0.000190278,435.2720352,0.001095462,525.7113931,0.57445467,0.15709151,506.97549
0.000180681,360.083822,0.001046127,457.5538681,0.57208115,0.15597925,438.49506
0.000196204,417.8659716,0.000905369,542.5025803,0.67638046,0.19006553,511.13184
0.000192595,420.1285205,0.001017089,511.315734,0.62040764,0.16950472,491.05109
0.000199604,362.2875308,0.000936342,531.7080872,0.63030863,0.17920662,492.84378
0.000180969,360.75568,0.000978522,531.4757771,0.56686145,0.15866783,496.78336
0.000187828,408.0651787,0.000902985,529.0195439,0.66013992,0.18319887,499.83798
0.000192588,439.559089,0.0010328,470.1781186,0.64872891,0.17385978,463.19095
0.000195687,435.4517599,0.000946865,507.4685706,0.68029004,0.18771088,489.5719
0.000197183,426.3780339,0.001035861,480.7425407,0.6423884,0.17416015,468.38766
0.000190357,427.5212377,0.001035781,525.4749474,0.60134995,0.16438089,504.24103
0.000181652,418.8676444,0.001048891,514.3397712,0.57613868,0.15666574,494.73611
0.000192954,404.8603416,0.001072528,460.1354887,0.6135177,0.16528061,448.41913
0.000194195,375.746548,0.000929997,465.0646801,0.67377388,0.18696301,443.86176
0.00019476,427.240851,0.001094436,548.0405146,0.56738096,0.15751982,522.97882
0.000196699,419.4292086,0.001086731,505.2741918,0.59482366,0.16283448,487.06516
0.000182988,402.2387689,0.001099249,512.7403767,0.54566616,0.15029228,491.25629
0.000196263,384.1143697,0.001098196,508.5766486,0.56373268,0.15736765,483.55515
0.000195728,387.9191237,0.001000648,483.2346115,0.63186216,0.17385459,462.01208
0.000194569,429.7094744,0.000950331,472.7828039,0.69328296,0.19014952,462.06146
0.000198235,374.8417703,0.000934172,488.103619,0.66452426,0.18610394,461.21762
0.000184174,385.9797083,0.001092412,549.4738421,0.52556086,0.14785433,518.26642
0.000190434,361.871883,0.001072414,541.4550811,0.53589278,0.15225537,506.64612
0.000195511,398.8877262,0.000935586,491.0278132,0.67314464,0.18683185,468.75079
0.000195798,395.4223625,0.000922937,517.6355823,0.66324693,0.18559715,488.13196
0.000192026,396.2276837,0.001027336,548.8576334,0.57665676,0.16138896,516.76672
0.00018992,418.0322291,0.000957287,495.6342428,0.65742189,0.17949368,477.38898
0.000185159,388.3435394,0.000923764,470.2935754,0.66346359,0.18130721,451.21671
0.000181016,438.405945,0.001018737,520.1949959,0.59942281,0.16160682,502.63199
0.000198121,411.1994585,0.000925865,504.5188695,0.68486142,0.1914413,481.18298
0.0001906,381.1291207,0.000993838,518.1893373,0.59883517,0.16652416,488.79968
0.000180771,412.2846878,0.000972553,495.7400764,0.62365776,0.16835578,477.36526
0.000195331,391.826539,0.000959515,469.9675145,0.66631651,0.183494,451.59668
0.00019625,391.165807,0.000985582,524.2194934,0.61911607,0.17257032,494.47089
0.000196008,433.9253686,0.000989403,526.2458246,0.64395148,0.17682813,504.60297
0.000188822,382.6007423,0.001091002,505.4197296,0.5535208,0.15375355,481.29251
0.00018988,364.9064452,0.001009601,545.4830639,0.56388265,0.15953684,508.54407
0.000186134,409.3006946,0.000989097,467.5221548,0.64221418,0.1728044,454.49796
0.000192123,361.3519673,0.00093795,512.5215209,0.62364811,0.17514198,478.74533
0.000192806,428.3209067,0.001080385,454.9872336,0.62671,0.16709696,449.20584
0.000181851,396.658558,0.00105329,490.4475366,0.57461995,0.15632007,471.55664
0.000198851,370.6232371,0.000903191,520.3349373,0.66273916,0.18830736,484.12686
0.00018124,373.914621,0.000999725,463.310804,0.60356444,0.16360243,444.75906
0.000183099,408.9161707,0.001005613,516.2347354,0.59534591,0.16250977,493.42798
0.000199534,376.2815186,0.001002041,548.7222294,0.59244496,0.16792418,511.38339
0.000181353,426.5145881,0.000913434,468.5874906,0.68684256,0.18572225,458.33832
0.000192652,414.7485495,0.000917065,488.608679,0.69034922,0.19126293,470.16342
0.000193097,376.6134035,0.000972427,465.5970869,0.64612448,0.17748319,445.55179
0.000194457,390.2832742,0.001033322,463.8360741,0.62523502,0.17014678,447.8804
0.000189586,368.0102271,0.001091401,466.6479283,0.56749833,0.15615322,447.29031
0.000192602,439.8683423,0.000911645,526.9183804,0.68699574,0.19078404,504.74164
0.000188478,381.3455025,0.000902772,527.6670987,0.64368546,0.18009368,493.46378
0.000196129,381.8273659,0.001075293,523.4606739,0.56501037,0.15856943,494.68213
0.000183151,387.641317,0.000956903,520.6814969,0.60675603,0.16737169,491.77765
0.000195349,371.9027944,0.00106121,488.9964647,0.58314884,0.16197251,464.97177
0.00018055,436.6893317,0.001072942,469.3623467,0.5995968,0.15846553,462.57706
0.000182791,417.2538015,0.001094956,486.9396147,0.57040656,0.15396798,473.00519
0.00018348,360.4261484,0.000916397,536.6184479,0.60392368,0.16960795,498.16431
0.000199539,399.4051849,0.001056787,450.5650296,0.63782096,0.17293863,439.28455
0.00018825,389.5110066,0.000974034,502.8652383,0.62004501,0.17057192,477.89441
0.000180126,396.2920942,0.000987651,481.4076882,0.61174411,0.16516489,463.25476
0.000195593,363.7742415,0.000982069,527.0263196,0.59878492,0.16896711,491.78696
0.000192354,362.9481162,0.001040769,475.3522059,0.5897575,0.16313672,452.27145
0.000197066,401.450958,0.000961615,548.6649549,0.62807697,0.17599578,514.69812
0.000181667,425.6962907,0.001031994,472.8133053,0.61517012,0.1636014,462.74368
0.000183098,430.9300744,0.000908891,486.7986614,0.68519634,0.18648949,473.04166
0.00018042,409.9061475,0.001082941,465.9612066,0.57974303,0.15502878,454.75449
0.000190088,372.0114083,0.001098663,492.1331166,0.55327314,0.15380974,468.74466
0.00018521,427.1339392,0.001007481,531.3672133,0.60185188,0.16419637,508.71399
0.000182017,438.8905698,0.001053155,450.7969562,0.62621999,0.16442592,448.23679
